gene_id,cluster
TNFRSF1A,1
TNFRSF1B,9
TNFRSF21,8
TNIK,3
TNKS1BP1,8
TNNI3,1
TNNI3K,3
TNNT1,1
TNPO2,7
TNPO3,8
TNS1,3
TNS3,8
TOB2,7
TOM1L1,1
TOM1L2,6
TOMM40,8
TOMM40L,6
TOP2A,3
TOP3A,7
TOPBP1,9
TOR1B,8
TOR3A,2
TOX,3
TOX-DT,9
TOX2,3
TOX3,10
TOX4,2
TP53BP1,6
TP53BP2,3
TP53I11,1
TP53I3,8
TP53INP1,9
TP53INP2,3
TP53TG1,3
TPBG,10
TPCN2,1
TPD52,4
TPD52L2,8
TPM1,7
TPM2,1
TPM4,5
TPMT,1
TPP1,5
TPPP,3
TPRG1L,4
TPST2,5
TPX2,3
TRABD2A,4
TRAF3,2
TRAF3IP1,7
TRAF3IP2-AS1,9
TRAF4,8
TRAF5,5
TRAF6,9
TRAFD1,3
TRAIP,1
TRAM1L1,3
TRAM2,7
TRAM2-AS1,6
TRANK1,1
TRAP1,8
TRAPPC10,7
TRAPPC11,3
TRAPPC9,2
TRHDE,6
TRIB1,5
TRIL,1
TRIM14,8
TRIM16,3
TRIM16L,3
TRIM2,3
TRIM21,9
TRIM22,1
TRIM24,2
TRIM25,9
TRIM32,3
TRIM37,5
TRIM39,8
TRIM44,3
TRIM45,7
TRIM5,8
TRIM6,4
TRIM65,1
TRIM67,6
TRIM69,3
TRIM71,5
TRIM9,6
TRIP10,1
TRIP12,3
TRIP13,1
TRIP6,8
TRMT1,8
TRMT10A,3
TRMT10B,6
TRMT2B,9
TRMT9B,3
TRO,6
TRPC1,3
TRPC3,3
TRPC4,4
TRPM3,8
TRPM8,8
TRPS1,3
TRPV1,7
TRUB1,3
TRUB2,8
TSC22D1,10
TSC22D3,2
TSEN15,3
TSEN34,2
TSFM,8
TSG101,3
TSHZ1,6
TSHZ2,7
TSHZ3,6
TSKU,8
TSNAXIP1,2
TSPAN14,7
TSPAN17,4
TSPAN18,7
TSPAN2,7
TSPAN3,3
TSPAN31,3
TSPAN33,8
TSPAN5,9
TSPAN7,3
TSPYL1,7
TSPYL2,8
TSPYL4,3
TSPYL5,5
TSR1,1
TSSC2,1
TSTD1,1
TTBK1,2
TTC12,8
TTC19,1
TTC21A,6
TTC23,9
TTC3,6
TTC32,3
TTC33,3
TTC39C,2
TTC5,6
TTC7A,7
TTC7B,2
TTC8,3
TTC9C,9
TTI1,1
TTI2,8
TTL,7
TTLL11,3
TTLL12,8
TTLL4,7
TTLL6,1
TTN,5
TTPAL,7
TTYH1,2
TTYH2,3
TUBA1A,3
TUBA1C,5
TUBB2B,3
TUBB3,3
TUBB4A,6
TUBB6,1
TUBD1,7
TUBE1,3
TUBG1,8
TUBGCP4,3
TUBGCP5,8
TUFT1,8
TULP3,7
TUNAR,1
TUSC3,3
TUT1,8
TUT4,9
TUT7,3
TVP23A,7
TVP23C,1
TWF1,9
TWNK,8
TWSG1,9
TXLNG,1
TXNDC11,2
TXNDC15,3
TXNDC16,3
TXNDC5,8
TXNIP,3
TXNL1,3
TXNL4B,2
TYMS,2
TYRO3,8
U2AF1,8
U2AF2,8
UACA,1
UAP1,6
UBAC2,10
UBAP1L,2
UBAP2,8
UBAP2L,8
UBBP4,4
UBC,3
UBE2A,5
UBE2B,3
UBE2E1,5
UBE2E2,5
UBE2E3,3
UBE2J1,3
UBE2L6,8
UBE2O,7
UBE2Q2,4
UBE2QL1,6
UBE2R2,2
UBE2V1,1
UBE2Z,5
UBE3C,8
UBE3D,5
UBE4B,1
UBFD1,8
UBIAD1,8
UBL3,3
UBL4A,3
UBQLN4,8
UBR2,3
UBR3,3
UBR7,9
UBTD1,8
UBTF,8
UBXN10,3
UBXN2B,3
UCHL1,8
UCK2,7
UFD1,2
UFL1,3
UFM1,3
UFSP2,3
UGDH,10
UGP2,4
UGT3A1,1
UGT3A2,1
UGT8,4
UHRF1,7
ULBP3,7
ULK2,3
ULK4,5
UNC13A,4
UNC13B,2
UNC45A,8
UNC50,3
UNC5A,1
UNC5B,1
UNC5D,7
UNC79,6
UNC80,6
UNG,1
UPF3A,3
UPF3B,1
UQCRC1,2
UQCRC2,3
UQCRH,4
URB1,8
URB2,8
URGCP,6
UROS,8
USF1,9
USP10,8
USP12,3
USP16,6
USP2,4
USP24,3
USP25,6
USP28,2
USP3,3
USP30,6
USP32,3
USP32P1,4
USP32P2,4
USP36,8
USP38,3
USP40,3
USP44,5
USP47,3
USP5,8
USP51,5
USP53,1
USP54,7
USP9X,4
UST,5
UTP11,7
UTP14A,5
UTP15,1
UTP18,5
UTP20,8
UTP3,1
UXS1,9
VAMP1,1
VAMP2,3
VAMP3,9
VAMP7,9
VANGL1,10
VAPB,8
VASH1,2
VASH2,1
VASP,8
VAT1,4
VAT1L,4
VAX1,6
VCAM1,3
VCAN,3
VCF2,3
VCL,8
VCP,7
VDAC1,3
VDAC2,4
VEGFB,3
VEPH1,6
VEZF1,9
VIM,9
VIPAS39,3
VIPR2,1
VKORC1,4
VKORC1L1,7
VLDLR,9
VLDLR-AS1,9
VOPP1,3
VPS11,6
VPS13C,3
VPS16,2
VPS26B,6
VPS26C,7
VPS33A,8
VPS35,6
VPS35L,1
VPS39,8
VPS45,3
VPS50,3
VPS53,7
VPS8,3
VRK2,1
VRTN,1
VSIG10L,4
VSNL1,1
VTI1A,7
VWA5B1,6
VWC2,6
VWCE,2
VWDE,1
VWF,1
VXN,9
WARS1,8
WASF1,7
WASF3,7
WASHC3,3
WASL-DT,3
WBP11,8
WBP4,3
WDFY1,5
WDFY3,3
WDFY3-AS2,9
WDR12,1
WDR13,2
WDR17,3
WDR19,3
WDR31,3
WDR33,9
WDR37,6
WDR4,8
WDR43,5
WDR44,9
WDR45B,8
WDR46,8
WDR47,3
WDR5,8
WDR53,1
WDR55,7
WDR59,8
WDR5B,3
WDR6,8
WDR62,8
WDR73,2
WDR77,8
WDR81,8
WDR82,2
WDR86,2
WDR91,3
WEE1,5
WHRN,6
WIPF3,8
WIPI1,4
WIPI2,8
WLS,10
WNT10B,4
WNT2B,10
WNT3,3
WNT5B,7
WNT7A,9
WNT7B,10
WNT8B,10
WRNIP1,2
WSB2,3
WSCD2,1
WTAP,5
WTIP,7
WWC1,7
WWC2,8
XBP1,8
XKR4,6
XKR5,1
XKR7,3
XKR8,8
XPA,6
XPC,2
XPNPEP1,1
XPO5,7
XPR1,3
XRN2,3
XXYLT1,2
XYLT1,2
YAF2,9
YARS1,1
YARS2,1
YBEY,8
YBX2,1
YBX3,8
YEATS4,1
YJEFN3,7
YPEL2,5
YPEL4,5
YPEL5,3
YRDC,1
YTHDC2,3
YTHDF1,7
YTHDF2,1
YWHAH,1
YWHAZ,9
YY1AP1,3
ZBED1,5
ZBED3,8
ZBED3-AS1,8
ZBED5-AS1,3
ZBTB12,7
ZBTB14,3
ZBTB16,7
ZBTB18,3
ZBTB24,5
ZBTB38,1
ZBTB40,7
ZBTB5,3
ZBTB7B,4
ZBTB9,8
ZC2HC1A,3
ZC3H11A,3
ZC3H12B,2
ZC3H12C,9
ZC3H7B,7
ZC3H8,6
ZC3HAV1,8
ZC4H2,6
ZCCHC10,3
ZCCHC12,6
ZCCHC2,2
ZCCHC24,1
ZCCHC7,4
ZCCHC8,3
ZDHHC11,7
ZDHHC11B,3
ZDHHC13,9
ZDHHC14,1
ZDHHC16,8
ZDHHC18,8
ZDHHC2,3
ZDHHC22,3
ZDHHC23,9
ZDHHC3,7
ZDHHC7,8
ZDHHC9,5
ZEB1,3
ZEB2,9
ZFAND4,1
ZFAND5,7
ZFAND6,4
ZFHX3,3
ZFHX4,10
ZFHX4-AS1,9
ZFP1,3
ZFP2,3
ZFP28,6
ZFP30,3
ZFP36L2,7
ZFP37,3
ZFP42,1
ZFP69,9
ZFP69B,5
ZFR,3
ZFR2,8
ZFYVE16,2
ZFYVE26,8
ZFYVE9,10
ZGRF1,1
ZHX1,3
ZHX2,9
ZIC2,5
ZIC3,1
ZIC5,5
ZIK1,8
ZKSCAN1,3
ZKSCAN2,3
ZKSCAN3,2
ZKSCAN7,4
ZMAT1,3
ZMIZ1,2
ZMYM2,1
ZMYM3,8
ZMYND11,3
ZMYND8,1
ZNF10,8
ZNF101,1
ZNF114,1
ZNF12,3
ZNF124,9
ZNF134,1
ZNF135,1
ZNF136,2
ZNF142,7
ZNF146,4
ZNF177,3
ZNF18,4
ZNF182,9
ZNF184,3
ZNF185,8
ZNF189,3
ZNF195,9
ZNF197,3
ZNF2,3
ZNF202,1
ZNF211,3
ZNF212,8
ZNF214,3
ZNF215,1
ZNF217,5
ZNF22,9
ZNF22-AS1,9
ZNF222,3
ZNF224,9
ZNF225,3
ZNF225-AS1,3
ZNF226,3
ZNF227,3
ZNF229,6
ZNF23,3
ZNF230,3
ZNF232,8
ZNF235,3
ZNF24,3
ZNF25,3
ZNF250,3
ZNF251,7
ZNF252P,9
ZNF254,3
ZNF256,1
ZNF266,3
ZNF273,9
ZNF275,2
ZNF277,3
ZNF280D,1
ZNF284,3
ZNF285,3
ZNF287,3
ZNF300,9
ZNF302,3
ZNF322,3
ZNF324,2
ZNF329,1
ZNF330,9
ZNF331,8
ZNF333,3
ZNF337,3
ZNF33B,8
ZNF343,3
ZNF35,1
ZNF350,3
ZNF37A,9
ZNF382,6
ZNF385B,5
ZNF385C,1
ZNF385D,9
ZNF396,9
ZNF407-AS1,3
ZNF41,3
ZNF410,3
ZNF415,3
ZNF416,1
ZNF418,1
ZNF420,2
ZNF428,6
ZNF430,9
ZNF432,3
ZNF436,8
ZNF436-AS1,8
ZNF438,3
ZNF44,7
ZNF440,3
ZNF441,3
ZNF442,3
ZNF443,9
ZNF45,7
ZNF454,5
ZNF468,9
ZNF471,3
ZNF473,3
ZNF480,9
ZNF483,5
ZNF486,9
ZNF487,9
ZNF491,6
ZNF496-DT,7
ZNF501,5
ZNF503,10
ZNF506,3
ZNF510,3
ZNF512,3
ZNF512B,8
ZNF521,5
ZNF536,3
ZNF540,6
ZNF542P,8
ZNF544,1
ZNF546,3
ZNF547,3
ZNF548,6
ZNF551,1
ZNF552,1
ZNF561,3
ZNF567,1
ZNF568,6
ZNF570,6
ZNF577,1
ZNF578,8
ZNF582,1
ZNF583,6
ZNF584,3
ZNF587B,1
ZNF589,1
ZNF594,2
ZNF599,3
ZNF600,9
ZNF608,7
ZNF609,7
ZNF610,3
ZNF613,1
ZNF618,2
ZNF619,5
ZNF624,3
ZNF627,3
ZNF638,3
ZNF641,3
ZNF649,1
ZNF654,3
ZNF658,1
ZNF665,9
ZNF667,5
ZNF675,9
ZNF684,9
ZNF688,2
ZNF69,8
ZNF695,1
ZNF696,7
ZNF700,9
ZNF703,6
ZNF704,3
ZNF706,9
ZNF707,8
ZNF709,3
ZNF711,3
ZNF717,5
ZNF718,8
ZNF732,1
ZNF737,3
ZNF740,7
ZNF75D,3
ZNF761,9
ZNF763,3
ZNF765,9
ZNF767P,7
ZNF774,6
ZNF777,7
ZNF778,8
ZNF778-DT,2
ZNF782,8
ZNF789,7
ZNF790-AS1,8
ZNF793-AS1,3
ZNF799,3
ZNF800,9
ZNF813,9
ZNF814,1
ZNF816,9
ZNF823,3
ZNF829,8
ZNF83,3
ZNF836,3
ZNF84,2
ZNF844,6
ZNF850,1
ZNF852,8
ZNF862,3
ZNF876P,1
ZNF879,2
ZNF883,1
ZNF888,9
ZNF90,1
ZNF92,3
ZNF93,1
ZNNT1,9
ZNRF2,4
ZRANB1,3
ZSCAN10,1
ZSCAN2,6
ZSCAN25,8
ZSCAN26,6
ZSCAN32,9
ZSCAN9,6
ZSWIM3,3
ZSWIM5,6
ZSWIM6,3
ZSWIM7,1
ZUP1,3
ZYX,8
